County,State,Commodity,Corn_Yield_BuAcre_2022,PrecisionAg_Usage_Range,PrecisionAg_Usage_Midpoint_2022 (%),Controlled_Traffic_Farming_2021,Soil_Moisture_Monitoring_Y2_Y5_2021,Precision_Pesticide_Application_2021,Precision_Ag_Nutrient_Loss_Reduction_2021,Net_CSP_Incentive_2021,High_CSP_Incentive,High_Precision_Usage
POLK,WISCONSIN,CORN,156.2,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
RUSK,WISCONSIN,CORN,152.4,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
SAWYER,WISCONSIN,CORN,151.9,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
WASHBURN,WISCONSIN,CORN,158.9,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
COLUMBIA,WISCONSIN,CORN,192,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
DANE,WISCONSIN,CORN,197.4,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
DODGE,WISCONSIN,CORN,197,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
GREEN,WISCONSIN,CORN,199.1,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
JEFFERSON,WISCONSIN,CORN,190.4,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
ROCK,WISCONSIN,CORN,204.8,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
KENOSHA,WISCONSIN,CORN,180.7,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
MILWAUKEE,WISCONSIN,CORN,189.1,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
OZAUKEE,WISCONSIN,CORN,182,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
RACINE,WISCONSIN,CORN,179.3,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
WALWORTH,WISCONSIN,CORN,197.1,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
WASHINGTON,WISCONSIN,CORN,175.3,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
WAUKESHA,WISCONSIN,CORN,181.1,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
CRAWFORD,WISCONSIN,CORN,184.6,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
GRANT,WISCONSIN,CORN,211.4,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
IOWA,WISCONSIN,CORN,188.1,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
LAFAYETTE,WISCONSIN,CORN,217.6,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
RICHLAND,WISCONSIN,CORN,179.5,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
SAUK,WISCONSIN,CORN,179.8,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
VERNON,WISCONSIN,CORN,172.4,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
BUFFALO,WISCONSIN,CORN,176.9,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
DUNN,WISCONSIN,CORN,170.8,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
EAU CLAIRE,WISCONSIN,CORN,151.2,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
JACKSON,WISCONSIN,CORN,161.3,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
LA CROSSE,WISCONSIN,CORN,171.9,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
MONROE,WISCONSIN,CORN,162.5,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
PEPIN,WISCONSIN,CORN,172,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
PIERCE,WISCONSIN,CORN,181.3,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
ST CROIX,WISCONSIN,CORN,166,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
TREMPEALEAU,WISCONSIN,CORN,167,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
